,weather_station,wban,report_type,latitude,longitude,elevation,wind_direction,wind_observation_direction_type,wind_speed,sky_ceiling,sky_ceiling_determination,visibility_distance,visibility_variability,visibility_variability_quality,dew_point,sea_level_pressure,air_temperature,humidity,precipitation_hours,precipitation_depth,cl_1_coverage,cl_1_base_height,cl_1_cloud_type,cl_2_coverage,cl_2_base_height,cl_2_cloud_type,cl_3_coverage,cl_3_base_height,cl_3_cloud_type,solar_irradiance
2020-01-01 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,1.5,396,C,4500,9,9,3.0,MISSING,4.0,93.0,,,,,,,,,,,,
2020-01-01 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,1.5,335,C,4000,9,9,3.0,MISSING,4.0,93.0,,,,,,,,,,,,
2020-01-01 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,1.5,360,9,3400,9,9,3.9,1029.9,4.5,96.0,,,,,,,,,,,,
2020-01-01 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,0.5,335,C,4000,9,9,4.0,MISSING,5.0,93.0,,,,,,,,,,,,
2020-01-01 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,305,C,4000,9,9,4.0,MISSING,5.0,93.0,,,,,,,,,,,,
2020-01-01 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,090,,1.0,330,9,4100,9,9,4.3,1030.2,5.0,95.0,,,,,,,,,,,,
2020-01-01 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,0.5,305,C,4700,9,9,4.0,MISSING,5.0,93.0,,,,,,,,,,,,
2020-01-01 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,0.5,305,C,6000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,0.5,300,9,8000,9,9,4.1,1030.0,5.7,89.0,,,,,,,,,,,,
2020-01-01 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,244,C,6000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,213,C,7000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,1.5,240,9,5000,9,9,4.3,1029.6,5.7,91.0,6.0,0.0,,,,,,,,,,
2020-01-01 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,0.5,213,C,7000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,120,,2.6,213,C,7000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,130,,2.1,210,9,6000,9,9,4.7,1029.0,6.0,91.0,,,,,,,,,,,,
2020-01-01 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,140,,2.1,213,C,8000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,150,,1.0,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,1.0,240,9,11000,9,9,4.8,1028.7,6.3,90.0,,,,,,,,,,,,
2020-01-01 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,140,,1.5,244,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,140,,1.5,270,9,19000,9,9,4.6,1028.3,6.4,88.0,,,,,,,,,,,,
2020-01-01 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.0,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,120,,1.5,270,9,14000,9,9,4.5,1028.5,5.9,91.0,,,,,,,,,,,,
2020-01-01 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,090,,2.1,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,100,,2.1,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,100,,2.1,270,9,12000,9,9,4.6,1028.6,5.8,92.0,,,,,,,,,,,,
2020-01-01 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,120,,1.0,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,120,,1.5,274,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,130,,1.5,270,9,11000,9,9,4.7,1028.7,5.9,92.0,12.0,0.0,,,,,,,,,,
2020-01-01 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,130,,1.5,244,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,130,,2.1,213,C,9000,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2020-01-01 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,130,,2.1,240,9,7000,9,9,5.1,1028.7,6.1,93.0,,,,,,,,,,,,
2020-01-01 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,120,,1.5,152,C,7000,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,1.5,152,C,7000,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,150,,1.5,150,9,6000,9,9,5.4,1028.3,6.3,94.0,,,,,,,,,,,,
2020-01-01 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,1.0,122,C,6000,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,91,C,5000,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,1.0,120,9,4500,9,9,5.8,1027.9,6.5,95.0,,,,,,,,,,,,
2020-01-01 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,91,C,5000,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,91,C,4900,9,9,5.0,MISSING,6.0,93.0,,,,,,,,,,,,
2020-01-01 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,140,,1.5,120,9,3600,9,9,5.9,1027.4,6.5,96.0,,,,,,,,,,,,
2020-01-01 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,150,,4.1,30,C,3300,9,9,6.0,MISSING,6.0,100.0,,,,,,,,,,,,
2020-01-01 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,3.6,30,C,2600,9,9,6.0,MISSING,6.0,100.0,,,,,,,,,,,,
2020-01-01 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,3.1,60,9,1300,9,9,6.1,1027.1,6.3,99.0,,,,,,,,,,,,
2020-01-01 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,4.1,0,C,2000,9,9,6.0,MISSING,6.0,100.0,,,,,,,,,,,,
2020-01-01 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,3.6,30,C,3600,9,9,6.0,MISSING,6.0,100.0,,,,,,,,,,,,
2020-01-02 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,3.1,60,9,2400,9,9,6.3,1026.6,6.4,99.0,6.0,0.0,,,,,,,,,,
2020-01-02 00:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,884,9,5000,9,9,6.0,MISSING,6.0,100.0,,,,,,,,,,,,
2020-01-02 00:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,884,C,6000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 01:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,3.6,870,9,5000,9,9,6.4,1025.7,6.6,99.0,,,,,,,,,,,,
2020-01-02 01:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,823,C,8000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 01:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,3.6,823,C,9000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 02:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,3.1,840,9,8000,9,9,6.3,1025.4,6.8,97.0,,,,,,,,,,,,
2020-01-02 02:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,823,C,9000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 02:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,150,,4.1,823,C,8000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 03:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,150,,4.1,810,9,7000,9,9,6.2,1024.8,6.7,97.0,,,,,,,,,,,,
2020-01-02 03:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,823,C,7000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 03:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,140,,3.6,823,C,7000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 04:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,140,,3.6,840,9,6000,9,9,6.1,1024.3,6.6,97.0,,,,,,,,,,,,
2020-01-02 04:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,884,C,9999,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 04:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,792,C,9999,9,9,5.0,MISSING,7.0,87.0,,,,,,,,,,,,
2020-01-02 05:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,3.6,750,9,9000,9,9,6.0,1023.7,6.8,95.0,,,,,,,,,,,,
2020-01-02 05:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.1,792,C,9999,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,150,,4.1,853,C,9999,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,150,,3.6,840,9,9000,9,9,6.2,1023.1,6.9,95.0,12.0,0.0,,,,,,,,,,
2020-01-02 06:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,140,,3.6,366,9,7000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,3.6,213,C,9000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,160,,3.6,210,9,8000,9,9,6.6,1022.9,7.1,97.0,,,,,,,,,,,,
2020-01-02 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,3.1,213,C,5000,9,9,6.0,MISSING,7.0,93.0,,,,,,,,,,,,
2020-01-02 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,4.1,183,C,9000,9,9,7.0,MISSING,7.0,100.0,,,,,,,,,,,,
2020-01-02 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,190,,4.1,180,9,21000,9,9,7.2,1022.7,7.6,97.0,,,,,,,,,,,,
2020-01-02 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,3.1,884,9,9999,9,9,7.0,MISSING,8.0,93.0,,,,,,,,,,,,
2020-01-02 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,3.6,853,C,9999,9,9,7.0,MISSING,8.0,93.0,,,,,,,,,,,,
2020-01-02 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,180,,3.6,900,9,35000,9,9,7.2,1022.4,7.8,96.0,,,,,,,,,,,,
2020-01-02 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,4.1,914,C,9999,9,9,7.0,MISSING,8.0,93.0,,,,,,,,,,,,
2020-01-02 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,3.6,884,C,9999,9,9,7.0,MISSING,8.0,93.0,,,,,,,,,,,,
2020-01-02 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,180,,3.6,900,9,30000,9,9,7.5,1022.2,8.2,95.0,,,,,,,,,,,,
2020-01-02 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,4.1,853,C,9999,9,9,7.0,MISSING,8.0,93.0,,,,,,,,,,,,
2020-01-02 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,4.6,853,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,180,,4.6,810,C,35000,9,9,7.7,1021.3,8.8,93.0,,,,,,,,,,,,
2020-01-02 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,4.6,823,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,5.7,762,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,190,,5.7,300,9,30000,9,9,7.8,1020.3,9.3,90.0,6.0,0.0,,,,,,,,,,
2020-01-02 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,4.6,823,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2020-01-02 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,4.6,792,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2020-01-02 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,4.6,750,9,30000,9,9,7.5,1019.5,10.1,84.0,,,,,,,,,,,,
2020-01-02 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,610,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2020-01-02 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,6.7,701,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2020-01-02 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,5.7,780,9,30000,9,9,7.0,1018.0,9.9,82.0,,,,,,,,,,,,
2020-01-02 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,6.7,701,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2020-01-02 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,701,9,9999,9,9,6.0,MISSING,10.0,76.0,,,,,,,,,,,,
2020-01-02 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.2,630,9,29000,9,9,6.9,1018.2,9.6,83.0,,,,,,,,,,,,
2020-01-02 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,396,C,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,549,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,330,9,8000,9,9,7.6,1017.4,9.1,90.0,,,,,,,,,,,,
2020-01-02 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,671,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,305,C,8000,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2020-01-02 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,480,C,8000,9,9,8.0,1017.1,9.1,93.0,,,,,,,,,,,,
2020-01-02 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,305,C,9999,9,9,8.0,MISSING,9.0,93.0,,,,,,,,,,,,
2020-01-02 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,366,9,4100,9,9,8.0,MISSING,9.0,93.0,,,,,,,,,,,,
2020-01-02 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.2,210,9,2400,9,9,8.5,1016.5,9.2,95.0,12.0,0.2,,,,,,,,,,
2020-01-02 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,853,9,9999,9,9,8.0,MISSING,9.0,93.0,,,,,,,,,,,,
2020-01-02 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,853,9,9999,9,9,8.0,MISSING,9.0,93.0,,,,,,,,,,,,
2020-01-02 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.2,600,9,29000,9,9,8.1,1016.4,9.5,91.0,,,,,,,,,,,,
2020-01-02 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,427,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,427,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,390,9,25000,9,9,8.1,1016.0,9.7,90.0,,,,,,,,,,,,
2020-01-02 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,6.2,427,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,7.2,335,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,6.7,330,9,25000,9,9,8.3,1015.4,9.7,91.0,,,,,,,,,,,,
2020-01-02 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,8.2,305,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,8.8,305,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,8.8,300,9,17000,9,9,8.5,1015.2,10.0,90.0,,,,,,,,,,,,
2020-01-02 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.7,305,C,6000,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,7.7,335,C,6000,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2020-01-02 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,7.7,240,9,4700,9,9,8.9,1015.1,9.8,94.0,,,,,,,,,,,,
2020-01-02 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,7.7,244,C,9000,9,9,9.0,MISSING,10.0,94.0,,,,,,,,,,,,
2020-01-02 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,7.2,366,9,4100,9,9,9.0,MISSING,10.0,94.0,,,,,,,,,,,,
2020-01-03 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,7.2,210,9,2500,9,9,9.3,1014.5,9.9,96.0,6.0,0.2,,,,,,,,,,
