,weather_station,wban,report_type,latitude,longitude,elevation,wind_direction,wind_observation_direction_type,wind_speed,sky_ceiling,sky_ceiling_determination,visibility_distance,visibility_variability,visibility_variability_quality,dew_point,sea_level_pressure,air_temperature,humidity,precipitation_hours,precipitation_depth,cl_1_coverage,cl_1_base_height,cl_1_cloud_type,cl_2_coverage,cl_2_base_height,cl_2_cloud_type,cl_3_coverage,cl_3_base_height,cl_3_cloud_type,solar_irradiance
2021-01-01 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,2.6,MISSING,9,MISSING,9,9,-0.3,1009.5,-0.1,99.0,6.0,0.0,8.0,91.0,19.0,,,,,,,
2021-01-01 00:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.1,30,C,3400,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 00:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,330,,2.1,MISSING,9,MISSING,9,9,-0.5,1009.6,-0.2,98.0,,,,,,,,,,,,
2021-01-01 00:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.1,30,C,3600,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 01:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.1,MISSING,9,MISSING,9,9,-0.5,1009.6,-0.3,99.0,,,,,,,,,,,,
2021-01-01 01:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.1,61,C,5000,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 01:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,360,,1.0,MISSING,9,MISSING,9,9,-0.6,1009.9,-0.5,99.0,,,,,,,,,,,,
2021-01-01 01:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.0,MISSING,9,1100,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 02:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,1.0,MISSING,9,MISSING,9,9,-0.6,1009.9,-0.5,99.0,,,,,,,,,,,,
2021-01-01 02:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,MISSING,9,900,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 02:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,320,,1.5,MISSING,9,MISSING,9,9,-0.7,1010.5,-0.5,99.0,,,,,,,,,,,,
2021-01-01 02:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,30,C,1200,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 03:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,320,,1.5,MISSING,9,MISSING,9,9,-0.7,1010.5,-0.6,99.0,,,,,,,,,,,,
2021-01-01 03:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.6,30,C,1200,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 03:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,-1.0,1010.4,-1.0,100.0,,,,,,,,,,,,
2021-01-01 03:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,MISSING,9,550,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 04:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,-1.0,1010.4,-1.0,100.0,,,,,,,,,,,,
2021-01-01 04:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,1.5,MISSING,9,700,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 04:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,300,,2.6,MISSING,9,MISSING,9,9,-1.1,1010.4,-1.0,99.0,,,,,,,,,,,,
2021-01-01 04:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,MISSING,9,550,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 05:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,300,,2.6,MISSING,9,MISSING,9,9,-1.1,1010.4,-1.1,100.0,,,,,,,,,,,,
2021-01-01 05:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.6,MISSING,9,600,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,MISSING,9,750,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,1.5,MISSING,9,MISSING,9,9,-1.3,1010.5,-1.3,100.0,12.0,0.0,,,,,,,,,,
2021-01-01 06:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,3.1,30,C,1100,9,9,-2.0,MISSING,-2.0,100.0,,,,,,,,,,,,
2021-01-01 06:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,-1.5,1011.1,-1.5,100.0,,,,,,,,,,,,
2021-01-01 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,1400,9,9,-2.0,MISSING,-2.0,100.0,,,,,,,,,,,,
2021-01-01 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,-1.5,1011.1,-1.5,100.0,,,,,,,,,,,,
2021-01-01 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,0,C,1800,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 07:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,-1.2,1011.4,-1.2,100.0,,,,,,,,,,,,
2021-01-01 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,3500,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,-1.2,1011.4,-1.2,100.0,,,,,,,,,,,,
2021-01-01 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,1.5,30,C,3600,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 08:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,-1.1,1011.8,-1.0,99.0,,,,,,,,,,,,
2021-01-01 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,61,C,4200,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,-1.1,1011.8,-1.1,100.0,,,,,,,,,,,,
2021-01-01 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,61,C,4300,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 09:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,310,,2.1,MISSING,9,MISSING,9,9,-0.9,1012.1,-0.7,99.0,,,,,,,,,,,,
2021-01-01 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,61,C,4500,9,9,-2.0,MISSING,-1.0,93.0,,,,,,,,,,,,
2021-01-01 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,310,,2.1,MISSING,9,MISSING,9,9,-0.9,1012.1,-0.8,99.0,,,,,,,,,,,,
2021-01-01 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,61,C,4600,9,9,-1.0,MISSING,-1.0,100.0,,,,,,,,,,,,
2021-01-01 10:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,280,,2.1,MISSING,9,MISSING,9,9,-0.7,1012.4,-0.4,98.0,,,,,,,,,,,,
2021-01-01 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,91,C,4700,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,280,,2.1,MISSING,9,MISSING,9,9,-0.7,1012.4,-0.4,98.0,,,,,,,,,,,,
2021-01-01 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,91,C,4200,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 11:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,-0.3,1012.1,0.0,98.0,6.0,999.9,,,,,,,,,,
2021-01-01 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,3000,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-01 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,-0.3,1012.1,-0.1,99.0,6.0,0.0,,,,,,,,,,
2021-01-01 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,61,C,3000,9,9,0.0,MISSING,0.0,100.0,,,,,,,,,,,,
2021-01-01 12:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,280,,1.5,MISSING,9,MISSING,9,9,0.3,1011.8,0.5,99.0,,,,,,,,,,,,
2021-01-01 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,280,,2.1,30,C,2900,9,9,0.0,MISSING,0.0,100.0,,,,,,,,,,,,
2021-01-01 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,280,,1.5,MISSING,9,MISSING,9,9,0.3,1011.8,0.5,99.0,,,,,,,,,,,,
2021-01-01 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,2200,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-01 13:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,270,,1.5,MISSING,9,MISSING,9,9,0.8,MISSING,1.0,99.0,,,,,,,,,,,,
2021-01-01 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,30,C,2400,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-01 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,270,,1.5,MISSING,9,MISSING,9,9,0.8,MISSING,1.0,99.0,,,,,,,,,,,,
2021-01-01 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,2000,9,9,1.0,MISSING,1.0,100.0,,,,,,,,,,,,
2021-01-01 14:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,2400,9,9,1.0,MISSING,1.0,100.0,,,,,,,,,,,,
2021-01-01 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,30,C,1800,9,9,1.0,MISSING,1.0,100.0,,,,,,,,,,,,
2021-01-01 15:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,280,,2.6,61,C,2400,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-01 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,61,C,2200,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-01 16:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,91,C,3000,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-01 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,91,C,3500,9,9,2.0,MISSING,2.0,100.0,,,,,,,,,,,,
2021-01-01 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,91,C,2800,9,9,2.0,MISSING,2.0,100.0,,,,,,,,,,,,
2021-01-01 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,12.0,0.0,,,,,,,,,,
2021-01-01 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,1.5,91,C,4000,9,9,2.0,MISSING,2.0,100.0,,,,,,,,,,,,
2021-01-01 18:50:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.279,-0.771,65,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,122,C,5000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-01 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,2.1,MISSING,9,MISSING,9,9,0.9,MISSING,1.1,99.0,,,,,,,,,,,,
2021-01-01 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,152,C,5000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-01 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,2.1,122,C,4300,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-01 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,152,C,5000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-01 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,213,C,5000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-01 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,213,C,6000,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-01 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,213,C,6000,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-01 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.1,244,C,7000,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-01 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,2.6,213,C,9999,9,9,3.0,MISSING,4.0,93.0,,,,,,,,,,,,
2021-01-01 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,183,C,7000,9,9,3.0,MISSING,4.0,93.0,,,,,,,,,,,,
2021-01-01 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,213,C,8000,9,9,3.0,MISSING,4.0,93.0,,,,,,,,,,,,
2021-01-02 00:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,3.1,274,9,4100,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-02 00:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,244,9,5000,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-02 01:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,3.1,152,C,4400,9,9,3.0,MISSING,3.0,100.0,,,,,,,,,,,,
2021-01-02 01:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,3.6,122,C,4000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 02:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,213,C,6000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 02:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.6,152,C,6000,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 03:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,3.1,152,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 03:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,183,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 04:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.1,183,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 04:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,183,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 05:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.6,152,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,183,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 06:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,183,C,9999,9,9,2.0,MISSING,3.0,93.0,,,,,,,,,,,,
2021-01-02 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.6,335,9,3800,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,244,9,4100,9,9,2.0,MISSING,2.0,100.0,,,,,,,,,,,,
2021-01-02 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.1,579,9,9999,9,9,2.0,MISSING,2.0,100.0,,,,,,,,,,,,
2021-01-02 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,3.1,884,9,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.6,732,C,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,2.6,762,C,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,2.6,1433,9,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,3.6,1372,9,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,3.6,1372,9,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.1,MISSING,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-02 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,2.1,22000,9,9999,9,9,1.0,MISSING,3.0,87.0,,,,,,,,,,,,
2021-01-02 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.6,22000,9,9999,9,9,1.0,MISSING,3.0,87.0,,,,,,,,,,,,
2021-01-02 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,4.6,MISSING,9,9900,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2021-01-02 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,4.1,22000,9,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2021-01-02 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.1,MISSING,9,9999,9,9,1.0,MISSING,4.0,81.0,,,,,,,,,,,,
2021-01-02 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,3.1,MISSING,9,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2021-01-02 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,2.6,22000,9,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2021-01-02 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,22000,9,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2021-01-02 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.1,22000,9,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2021-01-02 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,1.5,MISSING,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-02 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,MISSING,9,9999,9,9,1.0,MISSING,3.0,87.0,,,,,,,,,,,,
2021-01-02 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,1097,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-02 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,3.1,579,C,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,1250,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-02 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,MISSING,9,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
2021-01-02 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,22000,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-02 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.6,22000,9,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-02 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,22000,9,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-02 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.6,22000,9,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-02 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,22000,9,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-02 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,22000,9,9999,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-02 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.6,305,C,9999,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-02 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,213,C,9000,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-02 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,4.1,183,C,9999,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-02 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,3.1,152,C,7000,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-03 00:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,4.1,152,C,9000,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-03 00:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,3.1,152,C,9000,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-03 01:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.1,183,C,9999,9,9,-1.0,MISSING,0.0,93.0,,,,,,,,,,,,
2021-01-03 01:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.6,152,C,9999,9,9,-1.0,MISSING,1.0,86.0,,,,,,,,,,,,
2021-01-03 02:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.6,152,C,9999,9,9,-1.0,MISSING,1.0,86.0,,,,,,,,,,,,
2021-01-03 02:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.1,152,C,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-03 03:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.1,152,C,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-03 03:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.1,122,C,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-03 04:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,4.1,152,C,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-03 04:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.1,152,C,9999,9,9,0.0,MISSING,1.0,93.0,,,,,,,,,,,,
2021-01-03 05:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,305,9,9999,9,9,0.0,MISSING,2.0,87.0,,,,,,,,,,,,
2021-01-03 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.6,183,C,9999,9,9,1.0,MISSING,2.0,93.0,,,,,,,,,,,,
