,weather_station,wban,report_type,latitude,longitude,elevation,wind_direction,wind_observation_direction_type,wind_speed,sky_ceiling,sky_ceiling_determination,visibility_distance,visibility_variability,visibility_variability_quality,dew_point,sea_level_pressure,air_temperature,humidity,precipitation_hours,precipitation_depth,cl_1_coverage,cl_1_base_height,cl_1_cloud_type,cl_2_coverage,cl_2_base_height,cl_2_cloud_type,cl_3_coverage,cl_3_base_height,cl_3_cloud_type,solar_irradiance
2022-01-01 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,5.7,MISSING,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,190,,5.7,5400,9,18000,9,9,11.2,1018.3,12.7,91.0,12.0,0.0,,,,,,,,,,
2022-01-01 06:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,6.2,22000,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,160,,6.7,22000,9,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-01 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,5.7,MISSING,9,21000,9,9,10.4,1017.3,12.4,88.0,,,,,,,,,,,,
2022-01-01 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,6.7,22000,9,9999,9,9,10.0,MISSING,12.0,88.0,,,,,,,,,,,,
2022-01-01 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,5.1,MISSING,9,9900,9,9,10.0,MISSING,12.0,88.0,,,,,,,,,,,,
2022-01-01 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,170,,4.6,MISSING,9,24000,9,9,9.7,1017.2,12.0,86.0,,,,,,,,,,,,
2022-01-01 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,170,,4.1,22000,9,9999,9,9,10.0,MISSING,12.0,88.0,,,,,,,,,,,,
2022-01-01 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,6.2,22000,9,9999,9,9,9.0,MISSING,12.0,82.0,,,,,,,,,,,,
2022-01-01 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,180,,6.2,MISSING,9,27000,9,9,9.3,1017.2,12.4,81.0,,,,,,,,,,,,
2022-01-01 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,7.7,22000,9,9999,9,9,9.0,MISSING,13.0,77.0,,,,,,,,,,,,
2022-01-01 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,180,,7.2,MISSING,9,9900,9,9,9.0,MISSING,13.0,77.0,,,,,,,,,,,,
2022-01-01 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,190,,6.7,MISSING,9,26000,9,9,9.4,1017.3,12.9,79.0,,,,,,,,,,,,
2022-01-01 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,6.7,MISSING,9,9999,9,9,9.0,MISSING,13.0,77.0,,,,,,,,,,,,
2022-01-01 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,6.7,22000,9,9999,9,9,10.0,MISSING,13.0,82.0,,,,,,,,,,,,
2022-01-01 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,190,,6.7,MISSING,9,25000,9,9,9.4,1017.5,13.4,77.0,,,,,,,,,,,,
2022-01-01 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,6.7,22000,9,9999,9,9,10.0,MISSING,14.0,77.0,,,,,,,,,,,,
2022-01-01 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,6.7,MISSING,9,9900,9,9,10.0,MISSING,15.0,72.0,,,,,,,,,,,,
2022-01-01 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,MISSING,9,22000,9,9,10.1,1017.3,14.7,74.0,6.0,0.0,,,,,,,,,,
2022-01-01 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,6.7,MISSING,9,9900,9,9,10.0,MISSING,15.0,72.0,,,,,,,,,,,,
2022-01-01 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,5.7,MISSING,9,9999,9,9,10.0,MISSING,14.0,77.0,,,,,,,,,,,,
2022-01-01 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,5.7,MISSING,9,18000,9,9,10.4,1016.6,14.4,77.0,,,,,,,,,,,,
2022-01-01 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,4.6,488,C,9999,9,9,11.0,MISSING,14.0,82.0,,,,,,,,,,,,
2022-01-01 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,200,,4.1,488,C,9999,9,9,11.0,MISSING,14.0,82.0,,,,,,,,,,,,
2022-01-01 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,200,,4.1,480,9,17000,9,9,10.9,1016.4,13.8,83.0,,,,,,,,,,,,
2022-01-01 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,457,C,7000,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,549,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,4.6,420,9,15000,9,9,10.7,1016.6,12.9,86.0,,,,,,,,,,,,
2022-01-01 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,6.2,396,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.7,396,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.7,390,9,12000,9,9,10.8,1016.8,13.1,86.0,,,,,,,,,,,,
2022-01-01 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.2,366,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.2,335,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,330,9,13000,9,9,10.8,1016.2,12.7,88.0,,,,,,,,,,,,
2022-01-01 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,6.7,335,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.7,335,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,5.7,330,9,11000,9,9,10.9,1016.3,12.8,88.0,12.0,0.0,,,,,,,,,,
2022-01-01 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,427,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,488,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.7,300,9,11000,9,9,10.9,1015.7,12.9,88.0,,,,,,,,,,,,
2022-01-01 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,274,C,7000,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.7,244,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,5.7,240,9,9000,9,9,11.4,1015.4,12.9,91.0,,,,,,,,,,,,
2022-01-01 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,610,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,488,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.1,870,9,11000,9,9,11.0,1015.1,13.0,88.0,,,,,,,,,,,,
2022-01-01 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,853,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.7,732,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.2,780,C,12000,9,9,10.7,1014.6,12.8,87.0,,,,,,,,,,,,
2022-01-01 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,4.6,518,9,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,274,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.1,270,9,12000,9,9,11.1,1014.0,12.8,89.0,,,,,,,,,,,,
2022-01-01 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,190,,4.1,274,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-01 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,274,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-02 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.7,270,9,29000,9,9,11.1,1013.3,12.8,89.0,6.0,0.0,,,,,,,,,,
2022-01-02 00:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,7.2,244,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-02 00:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.7,244,C,9999,9,9,11.0,MISSING,13.0,88.0,,,,,,,,,,,,
2022-01-02 01:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,6.2,240,9,20000,9,9,11.0,1012.4,12.5,91.0,,,,,,,,,,,,
2022-01-02 01:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.7,274,C,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 01:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,427,C,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 02:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.7,840,C,21000,9,9,10.8,1011.5,12.3,91.0,,,,,,,,,,,,
2022-01-02 02:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,549,C,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 02:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,5.1,274,C,5000,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 03:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,5.1,210,9,2700,9,9,11.2,1011.1,12.2,94.0,,,,,,,,,,,,
2022-01-02 03:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,4.6,427,9,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 03:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,5.1,488,9,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 04:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,5.1,240,9,14000,9,9,11.2,1010.2,12.1,94.0,,,,,,,,,,,,
2022-01-02 04:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,488,9,6000,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 04:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,7.7,457,C,9999,9,9,11.0,MISSING,12.0,94.0,,,,,,,,,,,,
2022-01-02 05:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,6.2,390,9,7000,9,9,10.7,1010.1,12.0,92.0,,,,,,,,,,,,
2022-01-02 05:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.2,MISSING,9,9999,9,9,10.0,MISSING,12.0,88.0,,,,,,,,,,,,
2022-01-02 05:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,8.2,579,C,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,7.7,540,9,40000,9,9,9.0,1009.8,11.2,86.0,12.0,0.0,,,,,,,,,,
2022-01-02 06:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.7,518,C,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.7,610,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,7.2,480,9,40000,9,9,8.2,1009.9,10.2,87.0,,,,,,,,,,,,
2022-01-02 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,6.2,MISSING,9,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,5.1,MISSING,9,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,240,,4.1,MISSING,9,35000,9,9,7.9,1011.0,9.6,89.0,,,,,,,,,,,,
2022-01-02 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,6.7,610,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,6.7,610,C,9999,9,9,9.0,MISSING,10.0,94.0,,,,,,,,,,,,
2022-01-02 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,6.7,600,9,40000,9,9,8.5,1011.7,10.5,87.0,,,,,,,,,,,,
2022-01-02 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,6.7,518,9,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,6.7,610,9,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,5.1,480,9,40000,9,9,8.4,1011.7,10.9,85.0,,,,,,,,,,,,
2022-01-02 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.2,518,C,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,9.3,488,C,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,7.2,480,9,40000,9,9,8.3,1011.8,11.0,83.0,,,,,,,,,,,,
2022-01-02 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.7,701,9,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,671,C,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,6.7,570,9,40000,9,9,8.6,1011.1,11.2,84.0,6.0,0.0,,,,,,,,,,
2022-01-02 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.2,671,9,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,6.7,610,9,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,6.7,450,9,26000,9,9,9.5,1010.1,11.3,89.0,,,,,,,,,,,,
2022-01-02 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.2,762,C,9999,9,9,9.0,MISSING,12.0,82.0,,,,,,,,,,,,
2022-01-02 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,8.2,732,C,9999,9,9,9.0,MISSING,12.0,82.0,,,,,,,,,,,,
2022-01-02 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,210,,7.7,900,C,16000,9,9,9.3,1009.0,11.6,86.0,,,,,,,,,,,,
2022-01-02 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,210,,7.7,640,C,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,9.8,1036,C,9999,9,9,9.0,MISSING,11.0,87.0,,,,,,,,,,,,
2022-01-02 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,9.8,1440,C,18000,9,9,8.7,1008.5,11.5,83.0,,,,,,,,,,,,
2022-01-02 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,9.3,975,C,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,9.3,914,C,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,8.8,5100,C,35000,9,9,7.9,1008.8,10.5,84.0,,,,,,,,,,,,
2022-01-02 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,8.8,MISSING,9,9999,9,9,8.0,MISSING,11.0,82.0,,,,,,,,,,,,
2022-01-02 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,250,,6.2,MISSING,9,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,250,,5.1,MISSING,9,35000,9,9,7.7,1009.6,10.2,84.0,,,,,,,,,,,,
2022-01-02 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,250,,6.2,MISSING,9,9999,9,9,8.0,MISSING,10.0,87.0,,,,,,,,,,,,
2022-01-02 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,6.7,MISSING,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2022-01-02 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,240,,5.7,MISSING,9,35000,9,9,7.1,1010.4,10.0,82.0,12.0,0.0,,,,,,,,,,
2022-01-02 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,7.7,MISSING,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2022-01-02 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,7.2,MISSING,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2022-01-02 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,240,,6.7,MISSING,9,35000,9,9,6.9,1010.9,9.7,83.0,,,,,,,,,,,,
2022-01-02 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,6.7,MISSING,9,9999,9,9,6.0,MISSING,9.0,81.0,,,,,,,,,,,,
2022-01-02 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,7.2,22000,9,9999,9,9,5.0,MISSING,9.0,76.0,,,,,,,,,,,,
2022-01-02 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,240,,5.1,MISSING,9,45000,9,9,5.3,1011.3,9.2,77.0,,,,,,,,,,,,
2022-01-02 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,240,,7.2,22000,9,9999,9,9,5.0,MISSING,9.0,76.0,,,,,,,,,,,,
2022-01-02 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.2,22000,9,9999,9,9,6.0,MISSING,9.0,81.0,,,,,,,,,,,,
2022-01-02 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,7.2,MISSING,9,30000,9,9,5.8,1011.5,8.9,81.0,,,,,,,,,,,,
2022-01-02 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,7.7,22000,9,9999,9,9,6.0,MISSING,9.0,81.0,,,,,,,,,,,,
2022-01-02 21:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,230,,8.2,22000,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2022-01-02 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,7.7,MISSING,9,19000,9,9,6.7,1011.8,9.1,85.0,,,,,,,,,,,,
2022-01-02 22:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,8.2,22000,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2022-01-02 22:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,7.7,22000,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2022-01-02 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,220,,7.2,MISSING,9,16000,9,9,6.6,1012.0,9.0,85.0,,,,,,,,,,,,
2022-01-02 23:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,7.2,22000,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2022-01-02 23:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,220,,7.2,22000,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
