,weather_station,wban,report_type,latitude,longitude,elevation,wind_direction,wind_observation_direction_type,wind_speed,sky_ceiling,sky_ceiling_determination,visibility_distance,visibility_variability,visibility_variability_quality,dew_point,sea_level_pressure,air_temperature,humidity,precipitation_hours,precipitation_depth,cl_1_coverage,cl_1_base_height,cl_1_cloud_type,cl_2_coverage,cl_2_base_height,cl_2_cloud_type,cl_3_coverage,cl_3_base_height,cl_3_cloud_type,solar_irradiance
2019-01-01 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,290,,5.1,MISSING,9,9999,9,9,5.0,MISSING,9.0,76.0,,,,,,,,,,,,
2019-01-01 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,5.1,MISSING,9,30000,9,9,5.6,1035.1,9.3,78.0,,,,,,,,,,,,
2019-01-01 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,4.6,MISSING,9,9999,9,9,6.0,MISSING,9.0,81.0,,,,,,,,,,,,
2019-01-01 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,4.6,MISSING,9,9999,9,9,6.0,MISSING,10.0,76.0,,,,,,,,,,,,
2019-01-01 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,300,,4.6,750,9,35000,9,9,6.9,1034.8,10.6,78.0,6.0,0.0,,,,,,,,,,
2019-01-01 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,5.1,823,C,9999,9,9,6.0,MISSING,10.0,76.0,,,,,,,,,,,,
2019-01-01 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,4.6,1097,C,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2019-01-01 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,290,,4.6,1050,9,35000,9,9,7.0,1034.7,10.2,81.0,,,,,,,,,,,,
2019-01-01 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,5.7,945,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2019-01-01 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,4.1,1006,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2019-01-01 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,310,,4.1,840,C,30000,9,9,7.7,1034.9,10.1,85.0,,,,,,,,,,,,
2019-01-01 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,320,,4.1,1128,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2019-01-01 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,4.1,1128,9,9999,9,9,7.0,MISSING,10.0,82.0,,,,,,,,,,,,
2019-01-01 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,310,,3.6,1110,9,30000,9,9,7.5,1035.3,9.7,86.0,,,,,,,,,,,,
2019-01-01 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,3.1,1189,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2019-01-01 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,310,,3.1,1189,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2019-01-01 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,300,,2.6,1140,9,30000,9,9,7.3,1035.7,9.5,86.0,,,,,,,,,,,,
2019-01-01 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,300,,2.6,1189,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2019-01-01 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,3.1,1189,9,9999,9,9,7.0,MISSING,9.0,87.0,,,,,,,,,,,,
2019-01-01 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.6,480,9,30000,9,9,7.2,1036.3,9.4,86.0,,,,,,,,,,,,
2019-01-01 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.6,1189,C,9999,9,9,6.0,MISSING,8.0,87.0,,,,,,,,,,,,
2019-01-01 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,3.6,1189,C,9999,9,9,6.0,MISSING,8.0,87.0,,,,,,,,,,,,
2019-01-01 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,3.1,1170,C,30000,9,9,5.7,1037.1,8.0,85.0,12.0,0.0,,,,,,,,,,
2019-01-01 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,3.6,MISSING,9,9999,9,9,5.0,MISSING,7.0,87.0,,,,,,,,,,,,
2019-01-01 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.6,MISSING,9,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2019-01-01 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.6,MISSING,9,27000,9,9,4.1,1037.8,6.5,85.0,,,,,,,,,,,,
2019-01-01 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.1,1189,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2019-01-01 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,1189,C,9999,9,9,4.0,MISSING,6.0,87.0,,,,,,,,,,,,
2019-01-01 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,1.5,1170,9,27000,9,9,4.0,1038.4,5.9,88.0,,,,,,,,,,,,
2019-01-01 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,020,,2.1,990,9,21000,9,9,4.3,1038.7,6.7,85.0,,,,,,,,,,,,
2019-01-01 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,050,,4.6,1050,9,30000,9,9,2.4,1039.5,6.8,74.0,,,,,,,,,,,,
2019-01-01 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,030,,3.1,1140,9,30000,9,9,0.8,1040.2,5.5,72.0,,,,,,,,,,,,
2019-01-02 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,2.1,MISSING,9,30000,9,9,0.1,1040.8,4.0,76.0,6.0,0.0,,,,,,,,,,
2019-01-02 01:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,2.1,MISSING,9,35000,9,9,-0.3,1041.3,2.9,79.0,,,,,,,,,,,,
2019-01-02 02:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,1.5,MISSING,9,28000,9,9,-0.6,1041.9,1.9,83.0,,,,,,,,,,,,
2019-01-02 03:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,2.1,MISSING,9,30000,9,9,-0.6,1042.4,2.0,83.0,,,,,,,,,,,,
2019-01-02 04:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,320,,2.1,1080,9,28000,9,9,0.0,1042.5,2.3,85.0,,,,,,,,,,,,
2019-01-02 05:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,1.5,1020,9,35000,9,9,0.0,1042.3,2.9,81.0,,,,,,,,,,,,
2019-01-02 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,990,9,30000,9,9,-0.2,1042.6,3.4,77.0,12.0,0.0,,,,,,,,,,
2019-01-02 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,1036,C,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2019-01-02 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,1020,9,29000,9,9,0.0,1042.9,3.4,78.0,,,,,,,,,,,,
2019-01-02 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,1036,C,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2019-01-02 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,1.5,1036,C,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2019-01-02 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,990,9,30000,9,9,-0.1,1043.3,3.6,77.0,,,,,,,,,,,,
2019-01-02 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.6,1036,C,9999,9,9,0.0,MISSING,3.0,81.0,,,,,,,,,,,,
2019-01-02 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.6,975,C,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.1,990,9,30000,9,9,-0.1,1043.9,3.9,75.0,,,,,,,,,,,,
2019-01-02 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.6,975,C,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,1006,9,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,2.1,990,9,30000,9,9,0.2,1044.2,4.3,75.0,,,,,,,,,,,,
2019-01-02 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,1006,9,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,1036,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,2.1,1050,9,27000,9,9,0.6,1044.2,4.8,74.0,,,,,,,,,,,,
2019-01-02 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,2.6,1036,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,3.6,1036,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,3.1,990,9,30000,9,9,0.3,1043.9,5.3,70.0,6.0,0.0,,,,,,,,,,
2019-01-02 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,3.6,1036,9,9999,9,9,1.0,MISSING,5.0,75.0,,,,,,,,,,,,
2019-01-02 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,1036,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,3.1,1020,9,30000,9,9,0.0,1043.6,5.5,68.0,,,,,,,,,,,,
2019-01-02 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,3.6,1036,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.1,945,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,030,,2.6,900,9,35000,9,9,-0.2,1043.6,5.4,67.0,,,,,,,,,,,,
2019-01-02 14:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.1,884,9,9999,9,9,0.0,MISSING,5.0,70.0,,,,,,,,,,,,
2019-01-02 14:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,010,,3.1,914,9,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,2.6,900,9,40000,9,9,-0.8,1043.6,5.3,65.0,,,,,,,,,,,,
2019-01-02 15:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,3.1,914,9,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 15:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,030,,2.1,1006,9,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,030,,1.5,900,9,35000,9,9,-1.0,1043.6,5.1,65.0,,,,,,,,,,,,
2019-01-02 16:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.1,1006,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 16:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.1,975,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,2.1,960,9,40000,9,9,-1.1,1043.7,5.0,65.0,,,,,,,,,,,,
2019-01-02 17:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.6,945,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 17:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,2.6,945,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,020,,2.1,930,9,40000,9,9,-0.9,1043.7,4.9,66.0,12.0,0.0,,,,,,,,,,
2019-01-02 18:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,1006,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 18:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,1.5,1006,C,9999,9,9,-1.0,MISSING,5.0,65.0,,,,,,,,,,,,
2019-01-02 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,010,,1.0,990,9,40000,9,9,-1.1,1043.8,4.9,65.0,,,,,,,,,,,,
2019-01-02 19:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,360,,2.1,1006,C,9999,9,9,-1.0,MISSING,4.0,70.0,,,,,,,,,,,,
2019-01-02 19:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,1036,C,9999,9,9,-1.0,MISSING,4.0,70.0,,,,,,,,,,,,
2019-01-02 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,1.5,1050,9,30000,9,9,-0.5,1043.9,4.3,71.0,,,,,,,,,,,,
2019-01-02 20:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.5,1036,C,9999,9,9,-1.0,MISSING,4.0,70.0,,,,,,,,,,,,
2019-01-02 20:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,1.5,1006,C,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,1.5,960,9,27000,9,9,-0.2,1043.5,4.3,73.0,,,,,,,,,,,,
2019-01-02 21:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,330,,2.1,1006,C,9999,9,9,0.0,MISSING,4.0,75.0,,,,,,,,,,,,
2019-01-02 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,350,,0.5,990,9,30000,9,9,0.0,1043.2,4.2,74.0,,,,,,,,,,,,
2019-01-02 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,1.0,960,9,35000,9,9,0.2,1043.1,4.1,76.0,,,,,,,,,,,,
2019-01-03 00:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,MISSING,,0.0,900,9,29000,9,9,0.5,1043.2,3.7,80.0,6.0,0.0,,,,,,,,,,
2019-01-03 01:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,150,,0.5,960,9,30000,9,9,0.9,1043.3,3.0,86.0,,,,,,,,,,,,
2019-01-03 02:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,1.0,990,9,30000,9,9,0.5,1043.4,3.7,80.0,,,,,,,,,,,,
2019-01-03 03:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,040,,1.0,930,9,55000,9,9,-0.8,1043.3,3.9,71.0,,,,,,,,,,,,
2019-01-03 04:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,0.5,930,9,35000,9,9,0.3,1043.0,3.1,82.0,,,,,,,,,,,,
2019-01-03 05:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,1.5,960,9,45000,9,9,-1.2,1042.7,3.9,69.0,,,,,,,,,,,,
2019-01-03 06:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,050,,0.5,960,9,55000,9,9,-1.4,1042.9,3.7,69.0,12.0,0.0,,,,,,,,,,
2019-01-03 06:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.0,1006,C,9999,9,9,-2.0,MISSING,3.0,70.0,,,,,,,,,,,,
2019-01-03 07:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,360,,0.5,990,9,45000,9,9,-1.6,1043.1,3.6,69.0,,,,,,,,,,,,
2019-01-03 07:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,1006,C,9999,9,9,-1.0,MISSING,3.0,75.0,,,,,,,,,,,,
2019-01-03 07:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,1.5,1006,C,9999,9,9,-1.0,MISSING,3.0,75.0,,,,,,,,,,,,
2019-01-03 08:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,1020,9,40000,9,9,-1.3,1043.3,3.5,71.0,,,,,,,,,,,,
2019-01-03 08:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,1006,C,9999,9,9,-1.0,MISSING,3.0,75.0,,,,,,,,,,,,
2019-01-03 08:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,1036,C,9999,9,9,-1.0,MISSING,3.0,75.0,,,,,,,,,,,,
2019-01-03 09:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,1020,9,40000,9,9,-1.0,1043.8,3.5,72.0,,,,,,,,,,,,
2019-01-03 09:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,1.5,1036,C,9999,9,9,-2.0,MISSING,3.0,70.0,,,,,,,,,,,,
2019-01-03 09:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,1006,C,9999,9,9,-1.0,MISSING,4.0,70.0,,,,,,,,,,,,
2019-01-03 10:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,990,9,35000,9,9,-1.3,1043.8,3.9,69.0,,,,,,,,,,,,
2019-01-03 10:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,1006,C,9999,9,9,-2.0,MISSING,4.0,65.0,,,,,,,,,,,,
2019-01-03 10:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,050,,2.1,1006,9,9999,9,9,-3.0,MISSING,4.0,60.0,,,,,,,,,,,,
2019-01-03 11:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,060,,2.1,990,9,60000,9,9,-2.0,1043.6,4.2,64.0,,,,,,,,,,,,
2019-01-03 11:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.1,945,9,9999,9,9,-2.0,MISSING,4.0,65.0,,,,,,,,,,,,
2019-01-03 11:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,070,,2.1,945,C,9999,9,9,-2.0,MISSING,4.0,65.0,,,,,,,,,,,,
2019-01-03 12:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,050,,2.1,930,9,50000,9,9,-2.1,1043.2,4.1,64.0,6.0,0.0,,,,,,,,,,
2019-01-03 12:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,020,,3.1,945,C,9999,9,9,-3.0,MISSING,4.0,60.0,,,,,,,,,,,,
2019-01-03 12:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,MISSING,,1.0,945,C,9999,9,9,-3.0,MISSING,4.0,60.0,,,,,,,,,,,,
2019-01-03 13:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,030,,0.5,930,9,35000,9,9,-1.9,1043.1,4.1,65.0,,,,,,,,,,,,
2019-01-03 13:20:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,350,,2.6,975,C,9999,9,9,-3.0,MISSING,4.0,60.0,,,,,,,,,,,,
2019-01-03 13:50:00,037680,99999,METAR Aviation routine weather report,51.276,-0.776,73,340,,2.1,975,C,9999,9,9,-3.0,MISSING,4.0,60.0,,,,,,,,,,,,
2019-01-03 14:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,2.1,990,9,35000,9,9,-2.5,1043.0,3.9,63.0,,,,,,,,,,,,
2019-01-03 15:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,2.1,1020,9,40000,9,9,-2.3,1043.3,4.0,64.0,,,,,,,,,,,,
2019-01-03 16:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.1,990,9,40000,9,9,-2.5,1043.4,3.7,64.0,,,,,,,,,,,,
2019-01-03 17:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,330,,2.1,990,9,30000,9,9,-2.3,1043.4,3.5,66.0,,,,,,,,,,,,
2019-01-03 18:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,340,,1.5,990,9,26000,9,9,-2.0,1043.2,2.9,70.0,12.0,0.0,,,,,,,,,,
2019-01-03 19:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,310,,1.0,930,9,27000,9,9,-1.6,1043.2,2.4,75.0,,,,,,,,,,,,
2019-01-03 20:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,1.5,840,9,25000,9,9,-0.9,1043.1,2.1,81.0,,,,,,,,,,,,
2019-01-03 21:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,230,,1.5,780,9,20000,9,9,-0.3,1043.3,2.2,84.0,,,,,,,,,,,,
2019-01-03 22:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,240,,0.5,750,9,18000,9,9,-0.5,1042.8,2.3,82.0,,,,,,,,,,,,
2019-01-03 23:00:00,037680,99999,SYNOP Report of surface observation form a fixed land station,51.283,-0.767,64,270,,1.5,750,9,16000,9,9,-0.7,1043.2,2.4,80.0,,,,,,,,,,,,
